age,industry,title,annual_salary,bonus_salary,currency,country,state,city,overall_experience,field_experience,education,gender,fixed_country,exchange_rate,annual_salary_usd,bonus_salary_usd,total_salary_usd
18-24,real estate ,Executive Assistant,67000.0,0.0,USD,USA,Virginia,DC,1 year or less,1 year or less,College degree,Woman,united states,1.0,67000.0,0.0,67000.0
25-34,"Marketing, Advertising & PR",Sr. Technical Specialist,70000.0,2800.0,USD,United States,Ohio,Cincinnati,5-7 years,5-7 years,College degree,Woman,united states,1.0,70000.0,2800.0,72800.0
55-64,wholesale distribution,Product and inventory manager,62000.0,8000.0,USD,USA,Tennessee,Nashville,31 - 40 years,31 - 40 years,College degree,Woman,united states,1.0,62000.0,8000.0,70000.0
45-54,Computing or Tech,Senior Systems Engineer,200000.0,70000.0,USD,USA,California,Los Angeles,21 - 30 years,21 - 30 years,College degree,Man,united states,1.0,200000.0,70000.0,270000.0
25-34,Education (Higher Education),Admissions Representative,35500.0,0.0,USD,United States,Ohio,Medina,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,35500.0,0.0,0.0
25-34,Health care,Genetic Counselor,110000.0,0.0,USD,USA,Virginia,Herndon,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,110000.0,0.0,110000.0
35-44,Government and Public Administration,Chief of Staff,102000.0,0.0,CAD,Canada,,Ottawa,11 - 20 years,1 year or less,,Woman,canada,0.750496,76550.592,0.0,0.0
25-34,Health care,Practice Manager,48700.0,0.0,USD,United States,Massachusetts,Brookline,5-7 years,1 year or less,College degree,Woman,united states,1.0,48700.0,0.0,0.0
45-54,"Accounting, Banking & Finance",Office Manager and Executive Assistant,132500.0,20000.0,USD,Bermuda,,Hamilton,11 - 20 years,11 - 20 years,College degree,Woman,bermuda,1.0,132500.0,20000.0,152500.0
35-44,Research Administration,Research Administrator,53000.0,0.0,USD,USA,Missouri,St. Louis ,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,53000.0,0.0,53000.0
25-34,Computing or Tech,Software Engineer,85000.0,10000.0,USD,United States,Wisconsin,Milwaukee,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,85000.0,10000.0,95000.0
35-44,Government and Public Administration,Program Analyst ,90000.0,0.0,USD,United States ,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,90000.0,0.0,90000.0
25-34,Nonprofits,Advocacy Officer,56000.0,0.0,USD,United States,,"Washington, D.C.",2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,56000.0,0.0,0.0
35-44,"Marketing, Advertising & PR",Customer Success Manager,90000.0,7000.0,USD,United States,Ohio,Columbus,11 - 20 years,2 - 4 years,College degree,Woman,united states,1.0,90000.0,7000.0,97000.0
35-44,Law,Senior Counsel,185000.0,10000.0,USD,USA,Illinois,Chicago,11 - 20 years,8 - 10 years,PhD,Woman,united states,1.0,185000.0,10000.0,195000.0
55-64,"Accounting, Banking & Finance",Senior financial analyst,92500.0,6000.0,USD,Usa,Texas,Frisco,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,92500.0,6000.0,98500.0
35-44,"Marketing, Advertising & PR",Client Services Director,153000.0,7000.0,USD,US,Georgia,Atlanta ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,153000.0,7000.0,160000.0
35-44,Health care,Administrative Team Lead,25000.0,0.0,GBP,UK,,Leicester ,11 - 20 years,11 - 20 years,High School,Woman,united kingdom,1.19112,29778.0,0.0,29778.0
35-44,Property or Construction,Registered Architect & Project Manager,72000.0,2000.0,USD,United States,,Ambler,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,72000.0,2000.0,74000.0
35-44,Real Estate,Associate General Counsel,135000.0,5000.0,USD,U.S.,Florida,Tampa,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,135000.0,5000.0,140000.0
35-44,Education (Higher Education),Research Manager,39017.0,0.0,GBP,UK,,Glasgow,8 - 10 years,2 - 4 years,College degree,Woman,united kingdom,1.19112,46473.929039999995,0.0,46473.929039999995
25-34,Health care,Reimbursement specialist,48464.0,0.0,USD,Us,North Carolina,Durham,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,48464.0,0.0,48464.0
35-44,Pharma,QC Associate,32000.0,1500.0,GBP,UK,,London,11 - 20 years,1 year or less,Master's degree,Woman,united kingdom,1.19112,38115.84,1786.6799999999998,39902.52
25-34,Computing or Tech,Junior Experience Developer,66300.0,66300.0,CAD,Canada,,Toronto,5-7 years,2 - 4 years,College degree,Woman,canada,0.750496,49757.8848,49757.8848,99515.7696
35-44,Media & Digital,Editor,74000.0,0.0,USD,USA,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,74000.0,0.0,74000.0
25-34,Education (Higher Education),Program Manager,48000.0,3000.0,EUR,France,,Paris,8 - 10 years,5-7 years,Master's degree,Woman,france,1.03929,49885.920000000006,3117.8700000000003,53003.79
25-34,Computing or Tech,Associate Project Manager ,73000.0,7000.0,USD,United States,Oregon,Portland ,8 - 10 years,2 - 4 years,Master's degree,Woman,united states,1.0,73000.0,7000.0,80000.0
25-34,Property or Construction,Showroom Coordinator,46000.0,0.0,USD,US,Massachusetts,Boston,8 - 10 years,1 year or less,High School,Woman,united states,1.0,46000.0,0.0,46000.0
55-64,Nonprofits,Department Director ,89000.0,2000.0,USD,USA,Michigan,Detroit ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,89000.0,2000.0,91000.0
35-44,Libraries,Director,78000.0,0.0,USD,United States,Illinois,East Moline,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,78000.0,0.0,0.0
25-34,Education (Primary/Secondary),Long Term Occasional Teacher,54599.0,0.0,CAD,Canada,,Ottawa,2 - 4 years,2 - 4 years,College degree,Woman,canada,0.750496,40976.331104000004,0.0,40976.331104000004
35-44,"Accounting, Banking & Finance",Commercial Portfolio Manager,120000.0,20000.0,USD,USA,Utah,Utah County,8 - 10 years,5-7 years,PhD,Woman,united states,1.0,120000.0,20000.0,140000.0
55-64,Government and Public Administration,Assistant Finance Director,98000.0,0.0,USD,US,Florida,Titusville,31 - 40 years,31 - 40 years,College degree,Woman,united states,1.0,98000.0,0.0,0.0
25-34,Computing or Tech,Product Manager,156000.0,15600.0,USD,United States,California,San Francisco,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,156000.0,15600.0,171600.0
35-44,Scientific research,Associate Scientist,120000.0,0.0,USD,United States,Massachusetts,Eastern MA (not Boston),8 - 10 years,8 - 10 years,PhD,Woman,united states,1.0,120000.0,0.0,120000.0
25-34,Education (Higher Education),Assistant professor,120000.0,20000.0,AUD,Australia,,Perth,11 - 20 years,5-7 years,PhD,Man,australia,0.671307,80556.84,13426.14,93982.98
55-64,Education (Higher Education),Principal Policy Analyst,98000.0,0.0,USD,usa,California,Oakland,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,98000.0,0.0,98000.0
55-64,Education (Higher Education),Admin Asst to VP and Development,39000.0,2000.0,USD,United States,Virginia,Bridgewater,31 - 40 years,11 - 20 years,College degree,Woman,united states,1.0,39000.0,2000.0,41000.0
45-54,Manufacturing,Senior Internal Auditor,87550.0,2500.0,USD,United States,Texas,Dallas,21 - 30 years,2 - 4 years,Master's degree,Woman,united states,1.0,87550.0,2500.0,90050.0
35-44,Education (Higher Education),Program Specialist ,47000.0,0.0,USD,United States ,Arkansas,Fayetteville ,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,47000.0,0.0,0.0
25-34,"Marketing, Advertising & PR",Director of Communications,64000.0,0.0,USD,United States,Nebraska,Omaha,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,64000.0,0.0,0.0
25-34,Nonprofits,Assistant Director,68000.0,0.0,USD,USA,Michigan,Detroit,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,68000.0,0.0,68000.0
35-44,"Marketing, Advertising & PR",Account Director,118000.0,20000.0,USD,United States,Pennsylvania,Conshohocken,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,118000.0,20000.0,138000.0
45-54,Sales,Genomics Sales Specialist,95000.0,100000.0,USD,USA,Pennsylvania,Philadelphia ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,95000.0,100000.0,195000.0
35-44,Computing or Tech,Application Developer,65000.0,0.0,CAD,Canada,,Kitchener,11 - 20 years,5-7 years,College degree,Man,canada,0.750496,48782.240000000005,0.0,0.0
35-44,Health care,Medical Physicist,183600.0,0.0,USD,United States,Pennsylvania,Rural,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,183600.0,0.0,183600.0
25-34,Government and Public Administration,Marine Project Officer,27946.0,0.0,GBP,United Kingdom,,Aberdeen,5-7 years,5-7 years,Master's degree,Woman,united kingdom,1.19112,33287.03952,0.0,33287.03952
25-34,Engineering or Manufacturing,Manufacturing Engineer Manager,77000.0,500.0,USD,United States,Massachusetts,Torrington ,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,77000.0,500.0,77500.0
25-34,"Marketing, Advertising & PR",Researcher and Writer,42000.0,1200.0,USD,USA,Louisiana,New Orleans,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,42000.0,1200.0,43200.0
35-44,"Accounting, Banking & Finance",Senior Analyst—Investment Performance & Risk,80000.0,40000.0,USD,USA,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,80000.0,40000.0,120000.0
18-24,Computing or Tech,Senior Developer,37500.0,500.0,GBP,Scotland,,Glasgow,2 - 4 years,2 - 4 years,College degree,Woman,united kingdom,1.19112,44667.0,595.56,45262.56
35-44,Computing or Tech,VP of Customer Success,170000.0,34000.0,USD,USA,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Man,united states,1.0,170000.0,34000.0,204000.0
25-34,Nonprofits,Vice President of Operations,125000.0,0.0,USD,United States,New York,New York,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,125000.0,0.0,0.0
35-44,"Accounting, Banking & Finance",Bookkkeeper,12000.0,0.0,USD,USA,Missouri,Columbia,8 - 10 years,1 year or less,College degree,Woman,united states,1.0,12000.0,0.0,0.0
35-44,Computing or Tech,Senior UX Researcher,180000.0,60000.0,USD,United States,,Seattle,5-7 years,5-7 years,PhD,Woman,united states,1.0,180000.0,60000.0,240000.0
35-44,Art & Design,Photographer ,77000.0,0.0,USD,United States,Florida,West Palm Beaxh,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,77000.0,0.0,0.0
35-44,Nonprofits,Human Resources Business Partner,75000.0,0.0,USD,United States,Nevada,Carson City,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,75000.0,0.0,0.0
35-44,Government and Public Administration,Public Information Officer,76000.0,0.0,USD,USA,Maryland,Salisbury,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,76000.0,0.0,76000.0
25-34,Computing or Tech,Compliance Analyst,73700.0,10000.0,USD,USA,Virginia,Crystal City,5-7 years,5-7 years,College degree,Woman,united states,1.0,73700.0,10000.0,83700.0
35-44,Nonprofits,Head of Communications,40800.0,0.0,GBP,UK,,"Manchester, UK",11 - 20 years,5-7 years,Master's degree,Man,united kingdom,1.19112,48597.695999999996,0.0,48597.695999999996
25-34,"Accounting, Banking & Finance",Assistant Product Manager,33900.0,450.0,GBP,England,,Manchester,8 - 10 years,2 - 4 years,College degree,Woman,united kingdom,1.19112,40378.968,536.004,40914.972
25-34,Computing or Tech,"Director, Software Engineering",151374.0,22500.0,USD,United States,Minnesota,St. Louis Park,11 - 20 years,11 - 20 years,Master's degree,Man,united states,1.0,151374.0,22500.0,173874.0
25-34,Engineering or Manufacturing,Lead Sensor Systems Engineer,146000.0,0.0,USD,USA,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,146000.0,0.0,146000.0
25-34,Business or Consulting,"Planner, Chief Marketing Manager",75000.0,3500.0,USD,The United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,75000.0,3500.0,78500.0
25-34,Recruitment or HR,HR Operations Manager,120000.0,15000.0,USD,US,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,120000.0,15000.0,135000.0
25-34,Business or Consulting,Senior Associate ,95000.0,7000.0,USD,United States ,New York,NYC,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,95000.0,7000.0,102000.0
55-64,Business or Consulting,Senior Account Manager,55000.0,2500.0,USD,United States,New Mexico,Santa Fe,21 - 30 years,8 - 10 years,College degree,Woman,united states,1.0,55000.0,2500.0,57500.0
25-34,Retail,Customer Service Manager,75000.0,0.0,USD,USA,Colorado,Boulder,5-7 years,2 - 4 years,College degree,Man,united states,1.0,75000.0,0.0,75000.0
35-44,Law,associate,90000.0,10000.0,USD,USA,Massachusetts,Springfield,8 - 10 years,2 - 4 years,Master's degree,Woman,united states,1.0,90000.0,10000.0,100000.0
25-34,Entertainment,Box Office Manager,54000.0,0.0,USD,US,Virginia,Arlington,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,54000.0,0.0,0.0
25-34,Medical Devices,Systems Engineer II,91155.0,0.0,USD,United States,Massachusetts,Burlington,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,91155.0,0.0,91155.0
25-34,Social Work,Community liaison ,35000.0,0.0,USD,United States ,Virginia,Marion ,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,35000.0,0.0,35000.0
25-34,"Marketing, Advertising & PR",Marketing Coordinator for a General Contractor,63000.0,2000.0,USD,United States,Maryland,Baltimore,5-7 years,5-7 years,College degree,Woman,united states,1.0,63000.0,2000.0,65000.0
35-44,Art & Design,Senior Graphic Designer,75000.0,0.0,USD,USA,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,75000.0,0.0,0.0
25-34,Computing or Tech,Software Engineer (Front End),130000.0,0.0,USD,United State of America,Colorado,Fully remote job (Denver area),11 - 20 years,5-7 years,College degree,Woman,united states,1.0,130000.0,0.0,0.0
55-64,Law,Web Applications Administrator,94896.0,6000.0,USD,USA,Tennessee,Nashville,31 - 40 years,21 - 30 years,College degree,Woman,united states,1.0,94896.0,6000.0,100896.0
35-44,Utilities & Telecommunications,HR Benefits Analyst,102500.0,17500.0,USD,usa,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,102500.0,17500.0,120000.0
45-54,Education (Primary/Secondary),Department Chair,85000.0,0.0,USD,USA,,Prefer not to answer,21 - 30 years,21 - 30 years,Master's degree,Woman,united states,1.0,85000.0,0.0,0.0
25-34,Nonprofits,Administrator,45700.0,1500.0,USD,U.S.,Oklahoma,Tulsa,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,45700.0,1500.0,47200.0
35-44,Engineering or Manufacturing,Principal systems engineer ,49000.0,0.0,GBP,United Kingdom,,Luton,11 - 20 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,58364.88,0.0,0.0
25-34,Art & Design,Floral designer,28000.0,10.0,USD,United States,Illinois,Moline,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,28000.0,10.0,28010.0
35-44,Engineering or Manufacturing,Planning Manager,116000.0,5500.0,USD,USA,Virginia,Orange,11 - 20 years,11 - 20 years,Master's degree,Man,united states,1.0,116000.0,5500.0,121500.0
25-34,"Accounting, Banking & Finance",Reporting Analyst II,70000.0,0.0,USD,United States,Wisconsin,Milwaukee,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,70000.0,0.0,70000.0
45-54,Education (Higher Education),Assistant Dean,167000.0,0.0,USD,United States,,Los Angeles,21 - 30 years,21 - 30 years,PhD,Woman,united states,1.0,167000.0,0.0,167000.0
25-34,Education (Higher Education),Manager,85000.0,0.0,USD,U.S.,Missouri,Saint Louis,5-7 years,2 - 4 years,PhD,Woman,united states,1.0,85000.0,0.0,0.0
25-34,Education (Higher Education),Data Analyst,53800.0,0.0,USD,US,Massachusetts,Amherst,5-7 years,5-7 years,College degree,Woman,united states,1.0,53800.0,0.0,0.0
25-34,Publishing,Sales Manager,60000.0,0.0,USD,United States,District of Columbia,Washington DC,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,60000.0,0.0,0.0
35-44,Computing or Tech,Product Manager - Technical ,128000.0,137000.0,USD,USA,Washington,Seattle,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,128000.0,137000.0,265000.0
25-34,Retail,Store manager,38000.0,2000.0,CAD,Canada,,"London, ON",11 - 20 years,11 - 20 years,High School,Man,canada,0.750496,28518.848,1500.9920000000002,30019.840000000004
25-34,Computing or Tech,Systems Engineer,130000.0,1500.0,USD,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,130000.0,1500.0,131500.0
25-34,Computing or Tech,Conversion Optimization Specialist,98000.0,0.0,USD,US,New York,New York,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,98000.0,0.0,0.0
25-34,Nonprofits,Digital Communications Strategist,68392.0,1315.0,USD,USA,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,68392.0,1315.0,69707.0
25-34,Government and Public Administration,Communications Specialist,92000.0,0.0,CAD,Canada,,Vancouver,8 - 10 years,8 - 10 years,College degree,Woman,canada,0.750496,69045.632,0.0,0.0
25-34,Recruitment or HR,Recruiter,93000.0,0.0,USD,United States,Connecticut,Remote,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,93000.0,0.0,93000.0
45-54,Insurance,Sr IT project manager ,107000.0,3500.0,USD,United States,Washington,Vancouver ,31 - 40 years,11 - 20 years,College degree,Woman,united states,1.0,107000.0,3500.0,110500.0
35-44,Computing or Tech,Database Administrator,90000.0,0.0,USD,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,90000.0,0.0,0.0
25-34,Media & Digital,Acquisitions Editor ,61000.0,0.0,USD,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,61000.0,0.0,61000.0
45-54,Nonprofits,Executive Director,66000.0,3000.0,CAD,Canada,,Ottawa,11 - 20 years,8 - 10 years,PhD,Woman,canada,0.750496,49532.736000000004,2251.4880000000003,51784.224
35-44,Education (Higher Education),Head of Special Collections,58000.0,0.0,USD,United States of America,Missouri,Kansas City,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,58000.0,0.0,58000.0
